Entry,YEAR,COMPLEX,MEADOW,DATE,WATCH,OBSERVER,PLOT,STATUS,SPP_CODE,SPP_NAME,NO_STALK,NO_FLW,TOT_FLW,OLD_TOT_FLW
1615,2013,Lookout,LO,8/5/2013,6,Scott,1,FLW,HYPEPERF,Hypericum perforatum,2,3,6,2
1902,2013,Lookout,LS,7/30/2013,5,ALR,6,FLW,HYPEPERF,Hypericum perforatum,2,3,6,65
1926,2013,Lookout,LS,8/5/2013,6,Fabian,1,FLW,HYPEPERF,Hypericum perforatum,2,3,6,176
1556,2014,Frissel,RP1,7/26/2014,3,IP,7,FLW,HYPEPERF,Hypericum perforatum,2,3,6,800
857,2013,Carpenter,CPS,8/13/2013,7,Vera,9,FLW,HYPEPERF,Hypericum perforatum,7,1,7,NA
1652,2013,Lookout,LO,8/16/2013,7,Vera,7,FLW,HYPEPERF,Hypericum perforatum,2,3.5,7,20
1522,2014,Lookout,LO,8/5/2014,5,DY,3,FLW,HYPEPERF,Hypericum perforatum,1,7,7,812
1550,2014,Frissel,RP1,7/26/2014,3,AM,3,FLW,HYPEPERF,Hypericum perforatum,1,7,7,250
1519,2014,Lookout,LO,7/18/2014,3,JL,2,FLW,HYPEPERF,Hypericum perforatum,4,1.8,7.2,2100
1933,2013,Lookout,LS,8/5/2013,6,Kyra,6,FLW,HYPEPERF,Hypericum perforatum,3,2.5,7.5,120
1563,2014,Frissel,RP1,8/6/2014,5,DY,9,FLW,HYPEPERF,Hypericum perforatum,3,2.5,7.5,536.25
2819,2011,Lookout,LO,8/4/2011,3,Alina,5,FLW,HYPEPERF,Hypericum perforatum,4,2,8,12
121,2012,Bunchgrass,BD,8/1/2014,3,Mark,10,FLW,HYPEPERF,Hypericum perforatum,6,1.5,9,175.5
1558,2014,Frissel,RP1,8/6/2014,5,IP,7,FLW,HYPEPERF,Hypericum perforatum,2,4.5,9,280
3074,2012,Frissel,RP1,8/13/2014,4,Mark,6,FLW,HYPEPERF,Hypericum perforatum,3,3.3,9.9,122.5
3039,2013,Frissel,RP2,8/7/2013,6,Kyra,6,FLW,HYPEPERF,Hypericum perforatum,2,5,10,1
2888,2011,Lookout,LO,8/11/2011,4,Vera,6,FLW,HYPEPERF,Hypericum perforatum,6,2,12,2
1517,2014,Lookout,LO,8/1/2014,4,RD,1,FLW,HYPEPERF,Hypericum perforatum,3,4,12,88
1557,2014,Frissel,RP1,7/30/2014,4,JL,7,FLW,HYPEPERF,Hypericum perforatum,5,2.4,12,308
1562,2014,Frissel,RP1,7/30/2014,4,KH,9,FLW,HYPEPERF,Hypericum perforatum,1,12,12,400
1631,2013,Lookout,LO,8/5/2013,6,Noelle,7,FLW,HYPEPERF,Hypericum perforatum,5,2.5,12.5,15
2194,2012,Lookout,LO,8/2/2014,3,Mark,9,FLW,HYPEPERF,Hypericum perforatum,5,2.8,14,24
1854,2013,Lookout,LS,7/24/2013,4,Scott,1,FLW,HYPEPERF,Hypericum perforatum,4,3.5,14,54
1521,2014,Lookout,LO,8/5/2014,5,RM,2,FLW,HYPEPERF,Hypericum perforatum,4,3.5,14,1740
1542,2014,Lookout ,LS,8/1/2014,4,DY,6,FLW,HYPEPERF,Hypericum perforatum,2,7,14,80
1569,2013,Lookout,LO,7/24/2013,4,Kyra,8,FLW,HYPEPERF,Hypericum perforatum,5,3,15,7
1632,2013,Lookout,LO,8/5/2013,6,Noelle,8,FLW,HYPEPERF,Hypericum perforatum,5,3,15,13.5
1552,2014,Frissel,RP1,8/6/2014,5,IP,3,FLW,HYPEPERF,Hypericum perforatum,5,3,15,140
2869,2011,Lookout,LO,8/11/2011,4,Vera,3,FLW,HYPEPERF,Hypericum perforatum,8,2,16,28
1520,2014,Lookout,LO,8/1/2014,4,RD,2,FLW,HYPEPERF,Hypericum perforatum,4,4,16,675
1653,2013,Lookout,LO,8/16/2013,7,Vera,8,FLW,HYPEPERF,Hypericum perforatum,4,5,20,57
1939,2013,Lookout,LS,8/5/2013,6,Kyra,8,FLW,HYPEPERF,Hypericum perforatum,5,4,20,60
1539,2014,Lookout,LS,8/1/2014,4,RD,1,FLW,HYPEPERF,Hypericum perforatum,4,5,20,10
1540,2014,Lookout,LS,8/5/2014,5,AM,1,FLW,HYPEPERF,Hypericum perforatum,4,5,20,NA
1543,2014,Lookout,LS,8/5/2014,5,IP,6,FLW,HYPEPERF,Hypericum perforatum,2,10,20,10
107,2012,Bunchgrass,BD,8/1/2014,3,Mark,6,FLW,HYPEPERF,Hypericum perforatum,6,3.4,20.4,60
1592,2013,Lookout,LO,7/30/2013,5,Kyra,4,FLW,HYPEPERF,Hypericum perforatum,5,4.5,22.5,1
2471,2012,Lookout,LS,8/9/2014,4,Vera,6,FLW,HYPEPERF,Hypericum perforatum,8,2.9,23.2,228
2949,2011,Lookout,LO,8/21/2011,5,Vera,9,FLW,HYPEPERF,Hypericum perforatum,3,8,24,253.5
3603,2011,Frissel,RP1,8/17/2011,4,Vera,6,FLW,HYPEPERF,Hypericum perforatum,8,3,24,275
1956,2013,Lookout,LS,8/20/2013,7,ALR,8,FLW,HYPEPERF,Hypericum perforatum,6,4,24,10
1531,2014,Lookout,LO,8/5/2014,5,IP,7,FLW,HYPEPERF,Hypericum perforatum,6,4,24,15
1555,2014,Frissel,RP1,8/6/2014,5,IP,6,FLW,HYPEPERF,Hypericum perforatum,6,4,24,9
1534,2014,Lookout,LO,7/18/2014,3,JL,9,FLW,HYPEPERF,Hypericum perforatum,7,3.571428571,25,18
2861,2011,Lookout,LO,8/11/2011,4,Vera,2,FLW,HYPEPERF,Hypericum perforatum,8,3.2,25.6,30
2910,2011,Lookout,LO,8/11/2011,4,Vera,9,FLW,HYPEPERF,Hypericum perforatum,3,8.6,25.8,252
1619,2013,Lookout,LO,8/5/2013,6,Scott,4,FLW,HYPEPERF,Hypericum perforatum,13,2,26,6
1544,2014,Lookout,LS,8/1/2014,4,LKB,8,FLW,HYPEPERF,Hypericum perforatum,9,2.9,26.1,12.1
2235,2012,Lookout,LO,8/9/2014,4,Vera,10,FLW,HYPEPERF,Hypericum perforatum,8,3.3,26.4,221
1911,2013,Lookout,LS,7/30/2013,5,ALR,8,FLW,HYPEPERF,Hypericum perforatum,4,7,28,4
1565,2013,Lookout,LO,7/24/2013,4,Kyra,7,FLW,HYPEPERF,Hypericum perforatum,6,5,30,5
1604,2013,Lookout,LO,7/30/2013,5,Fabian,8,FLW,HYPEPERF,Hypericum perforatum,5,6,30,360
1518,2014,Lookout,LO,8/5/2014,5,LKB,1,FLW,HYPEPERF,Hypericum perforatum,4,7.8,31.2,42
1647,2013,Lookout,LO,8/16/2013,7,Vera,4,FLW,HYPEPERF,Hypericum perforatum,8,4,32,75
2223,2012,Lookout,LO,8/9/2014,4,Vera,6,FLW,HYPEPERF,Hypericum perforatum,5,6.5,32.5,100
1580,2013,Lookout,LO,7/24/2013,4,Kyra,10,FLW,HYPEPERF,Hypericum perforatum,8,4.5,36,13.5
1553,2013,Lookout,LO,7/24/2013,4,Noelle,5,FLW,HYPEPERF,Hypericum perforatum,37,1,37,3
3053,2012,Frissel,RP1,8/6/2014,3,Mark,8,FLW,HYPEPERF,Hypericum perforatum,18,2.1,37.8,6
1547,2014,Lookout,LS,8/5/2014,5,LKB,9,FLW,HYPEPERF,Hypericum perforatum,5,7.6,38,210
2491,2012,Lookout,LS,8/9/2014,4,Vera,9,FLW,HYPEPERF,Hypericum perforatum,10,4.2,42,76
3055,2013,Frissel,RP2,8/21/2013,7,ALR,8,FLW,HYPEPERF,Hypericum perforatum,14,3,42,1
2111,2012,Lookout,LO,7/25/2014,2,Vera,4,FLW,HYPEPERF,Hypericum perforatum,18,2.5,45,15.2
2934,2011,Lookout,LO,8/21/2011,5,Vera,5,FLW,HYPEPERF,Hypericum perforatum,11,4.2,46.2,147
2956,2011,Lookout,LO,8/21/2011,5,Vera,10,FLW,HYPEPERF,Hypericum perforatum,11,4.2,46.2,NA
1651,2013,Lookout,LO,8/16/2013,7,Vera,6,FLW,HYPEPERF,Hypericum perforatum,24,2,48,7
2175,2012,Lookout,LO,8/2/2014,3,Vera,5,FLW,HYPEPERF,Hypericum perforatum,22,2.2,48.4,8
1541,2014,Lookout,LS,8/5/2014,5,RM,5,FLW,HYPEPERF,Hypericum perforatum,9,5.5,49.5,285
2917,2011,Lookout,LO,8/21/2011,5,Vera,1,FLW,HYPEPERF,Hypericum perforatum,12,4.2,50.4,378
1548,2014,Lookout,LS,8/5/2014,5,LKB,10,FLW,HYPEPERF,Hypericum perforatum,5,10.2,51,90.00000002
2203,2012,Lookout,LO,8/9/2014,4,Amanda,1,FLW,HYPEPERF,Hypericum perforatum,10,5.2,52,581
1546,2014,Lookout,LS,8/1/2014,4,LKB,9,FLW,HYPEPERF,Hypericum perforatum,6,9.3,55.8,170
3596,2011,Frissel,RP1,8/17/2011,4,Vera,5,FLW,HYPEPERF,Hypericum perforatum,7,8,56,32
1654,2013,Lookout,LO,8/16/2013,7,Vera,9,FLW,HYPEPERF,Hypericum perforatum,19,3,57,96
2455,2012,Lookout,LS,8/9/2014,4,Amanda,1,FLW,HYPEPERF,Hypericum perforatum,14,4.1,57.4,37
3058,2012,Frissel,RP1,8/6/2014,3,Mark,9,FLW,HYPEPERF,Hypericum perforatum,18,3.3,59.4,98
1629,2013,Lookout,LO,8/5/2013,6,Noelle,6,FLW,HYPEPERF,Hypericum perforatum,14,4.5,63,9
1890,2013,Lookout,LS,7/30/2013,5,Scott,1,FLW,HYPEPERF,Hypericum perforatum,3,21,63,140
3633,2011,Frissel,RP1,8/26/2011,5,Vera,6,FLW,HYPEPERF,Hypericum perforatum,16,4.2,67.2,392
1656,2013,Lookout,LO,8/16/2013,7,Vera,10,FLW,HYPEPERF,Hypericum perforatum,15,4.5,67.5,2
823,2013,Carpenter,CPS,7/22/2013,4,Scott,9,FLW,HYPEPERF,Hypericum perforatum,34,2,68,26
3045,2013,Frissel,RP2,8/7/2013,6,Scott,10,FLW,HYPEPERF,Hypericum perforatum,23,3,69,20
2941,2011,Lookout,LO,8/21/2011,5,Vera,7,FLW,HYPEPERF,Hypericum perforatum,5,14,70,60
1529,2014,Lookout,LO,7/18/2014,3,IP,7,FLW,HYPEPERF,Hypericum perforatum,20,3.5,70,5
1545,2014,Lookout,LS,8/5/2014,5,DY,8,FLW,HYPEPERF,Hypericum perforatum,14,5,70,4
1528,2014,Lookout,LO,8/5/2014,5,LKB,6,FLW,HYPEPERF,Hypericum perforatum,18,3.9,70.2,10.2
2247,2011,Carpenter,CPS,8/17/2011,5,Vera,9,FLW,HYPEPERF,Hypericum perforatum,22,3.3,72.6,9
1648,2013,Lookout,LO,8/16/2013,7,Vera,5,FLW,HYPEPERF,Hypericum perforatum,15,5,75,9
1533,2014,Lookout,LO,8/5/2014,5,DY,8,FLW,HYPEPERF,Hypericum perforatum,15,5,75,10
1564,2014,Frissel,RP1,7/26/2014,3,RM,10,FLW,HYPEPERF,Hypericum perforatum,30,2.5,75,100
1565,2014,Frissel,RP1,7/30/2014,4,RD,10,FLW,HYPEPERF,Hypericum perforatum,15,5,75,360
2884,2011,Lookout,LO,8/11/2011,4,Vera,5,FLW,HYPEPERF,Hypericum perforatum,18,4.2,75.6,660
3043,2012,Frissel,RP1,8/6/2014,3,Olivia,5,FLW,HYPEPERF,Hypericum perforatum,19,4,76,330
2897,2011,Lookout,LO,8/11/2011,4,Vera,7,FLW,HYPEPERF,Hypericum perforatum,11,7,77,1
1530,2014,Lookout ,LO,8/1/2014,4,DY,7,FLW,HYPEPERF,Hypericum perforatum,14,5.5,77,43.2
1622,2013,Lookout,LO,8/5/2013,6,Scott,5,FLW,HYPEPERF,Hypericum perforatum,23,3.5,80.5,5
1610,2013,Lookout,LO,7/30/2013,5,Fabian,10,FLW,HYPEPERF,Hypericum perforatum,24,3.5,84,112
1755,2012,Carpenter,CPS,8/15/2014,5,Andy,9,FLW,HYPEPERF,Hypericum perforatum,32,2.7,86.4,20.8
3084,2012,Frissel,RP1,8/13/2014,4,Mark,10,FLW,HYPEPERF,Hypericum perforatum,33,2.7,89.1,200.2
1634,2013,Lookout,LO,8/5/2013,6,Noelle,9,FLW,HYPEPERF,Hypericum perforatum,21,4.5,94.5,132
1636,2013,Lookout,LO,8/5/2013,6,Noelle,10,FLW,HYPEPERF,Hypericum perforatum,24,4,96,21
1527,2014,Lookout ,LO,8/1/2014,4,DY,6,FLW,HYPEPERF,Hypericum perforatum,18,6,108,8
3078,2012,Frissel,RP1,8/13/2014,4,Mark,8,FLW,HYPEPERF,Hypericum perforatum,37,3,111,4
1524,2014,Lookout,LO,8/5/2014,5,RM,4,FLW,HYPEPERF,Hypericum perforatum,33,3.5,115.5,24
1523,2014,Lookout,LO,8/1/2014,4,LKB,4,FLW,HYPEPERF,Hypericum perforatum,28,4.2,117.6,56
3075,2012,Frissel,RP1,8/13/2014,4,Mark,7,FLW,HYPEPERF,Hypericum perforatum,35,3.5,122.5,108
3058,2013,Frissel,RP2,8/21/2013,7,ALR,10,FLW,HYPEPERF,Hypericum perforatum,23,5.5,126.5,1
3080,2012,Frissel,RP1,8/13/2014,4,Mark,9,FLW,HYPEPERF,Hypericum perforatum,48,2.7,129.6,75
1532,2014,Lookout,LO,8/1/2014,4,KH,8,FLW,HYPEPERF,Hypericum perforatum,17,8.11,137.87,53
1596,2013,Lookout,LO,7/30/2013,5,Noelle,5,FLW,HYPEPERF,Hypericum perforatum,46,3,138,5
1516,2014,Lookout,LO,7/18/2014,3,RM,1,FLW,HYPEPERF,Hypericum perforatum,42,3.5,147,140
1536,2014,Lookout,LO,8/5/2014,5,IP,9,FLW,HYPEPERF,Hypericum perforatum,15,10,150,180
2207,2012,Lookout,LO,8/9/2014,4,Amanda,2,FLW,HYPEPERF,Hypericum perforatum,13,11.9,154.7,423
2459,2012,Lookout,LS,8/9/2014,4,Amanda,2,FLW,HYPEPERF,Hypericum perforatum,26,6,156,70
2927,2011,Lookout,LO,8/21/2011,5,Vera,3,FLW,HYPEPERF,Hypericum perforatum,20,8,160,500
3042,2013,Frissel,RP2,8/7/2013,6,Scott,8,FLW,HYPEPERF,Hypericum perforatum,7,29,203,3
2395,2012,Lookout,LS,8/2/2014,3,Mark,1,FLW,HYPEPERF,Hypericum perforatum,12,17,204,63
2232,2012,Lookout,LO,8/9/2014,4,Vera,9,FLW,HYPEPERF,Hypericum perforatum,52,4,208,6
1603,2013,Lookout,LO,7/30/2013,5,Fabian,7,FLW,HYPEPERF,Hypericum perforatum,6,35.5,213,30
3636,2011,Frissel,RP1,8/26/2011,5,Vera,7,FLW,HYPEPERF,Hypericum perforatum,31,7,217,220
3071,2012,Frissel,RP1,8/13/2014,4,Mark,5,FLW,HYPEPERF,Hypericum perforatum,34,6.4,217.6,397.8
835,2013,Carpenter,CPS,7/29/2013,5,Scott,9,FLW,HYPEPERF,Hypericum perforatum,73,3,219,NA
2236,2012,Lookout,LO,8/9/2014,5,Amanda,5,FLW,HYPEPERF,Hypericum perforatum,65,3.4,221,36
1607,2013,Lookout,LO,7/30/2013,5,Fabian,9,FLW,HYPEPERF,Hypericum perforatum,32,7,224,54
1526,2014,Lookout,LO,8/5/2014,5,DY,5,FLW,HYPEPERF,Hypericum perforatum,45,5,225,5
2921,2011,Lookout,LO,8/21/2011,5,Vera,2,FLW,HYPEPERF,Hypericum perforatum,48,4.7,225.6,819
1525,2014,Lookout,LO,8/1/2014,4,LKB,5,FLW,HYPEPERF,Hypericum perforatum,54,4.4,237.6,400
1750,2012,Carpenter,CPS,8/8/2014,4,Andy,9,FLW,HYPEPERF,Hypericum perforatum,76,3.2,243.2,1
2905,2011,Lookout,LO,8/11/2011,4,Vera,8,FLW,HYPEPERF,Hypericum perforatum,21,11.7,245.7,24
847,2013,Carpenter,CPS,8/6/2013,6,Fabian,9,FLW,HYPEPERF,Hypericum perforatum,56,4.5,252,NA
1601,2013,Lookout,LO,7/30/2013,5,Fabian,6,FLW,HYPEPERF,Hypericum perforatum,6,43,258,440
1560,2014,Frissel,RP1,7/30/2014,4,KH,8,FLW,HYPEPERF,Hypericum perforatum,42,6.4,268.8,27
1511,2014,Carpenter,CPR,7/29/2014,3,IP,9,FLW,HYPEPERF,Hypericum perforatum,60,5,300,233.75
1566,2014,Frissel,RP1,8/6/2014,5,JL,10,FLW,HYPEPERF,Hypericum perforatum,50,6,300,120
1535,2014,Lookout,LO,8/1/2014,4,KH,9,FLW,HYPEPERF,Hypericum perforatum,33,9.4,310.2,96.66
2936,2011,Lookout,LO,8/21/2011,5,Vera,6,FLW,HYPEPERF,Hypericum perforatum,48,6.5,312,4200
1561,2014,Frissel,RP1,8/6/2014,5,DY,8,FLW,HYPEPERF,Hypericum perforatum,60,5.5,330,12
1575,2013,Lookout,LO,7/24/2013,4,Kyra,9,FLW,HYPEPERF,Hypericum perforatum,71,5,355,78
3627,2011,Frissel,RP1,8/26/2011,5,Vera,2,FLW,HYPEPERF,Hypericum perforatum,60,6,360,48
1538,2014,Lookout,LO,8/5/2014,5,IP,10,FLW,HYPEPERF,Hypericum perforatum,24,15,360,120
2945,2011,Lookout,LO,8/21/2011,5,Vera,8,FLW,HYPEPERF,Hypericum perforatum,15,25,375,224
1559,2014,Frissel,RP1,7/26/2014,3,RM,8,FLW,HYPEPERF,Hypericum perforatum,42,10,420,27
1537,2014,Lookout,LO,8/1/2014,4,KH,10,FLW,HYPEPERF,Hypericum perforatum,32,13.2,422.4,334.8
1513,2014,Carpenter,CPS,7/31/2014,4,IP,9,FLW,HYPEPERF,Hypericum perforatum,75,6,450,92
2218,2012,Lookout,LO,8/9/2014,4,Amanda,5,FLW,HYPEPERF,Hypericum perforatum,15,40.9,613.5,76
3580,2011,Frissel,RP1,8/17/2011,4,Vera,2,FLW,HYPEPERF,Hypericum perforatum,86,7.2,619.2,45
1512,2014,Carpenter,CPS,8/7/2014,5,RM,6,FLW,HYPEPERF,Hypericum perforatum,150,4.5,675,NA
2963,2011,Lookout,LO,9/11/2011,6,Vera,6,FLW,HYPEPERF,Hypericum perforatum,122,8,976,NA
1890,2014,Carpenter,CPS,7/29/2014,3,NA,9,FLW,HYPEPERF,Hypericum perforatum,NA,NA,NA,NA
1891,2014,Carpenter,CPS,8/7/2014,5,RM,9,FLOW,HYPEPERF,Hypericum perforatum,NA,NA,NA,NA
,2014,Lookout,LO,7/18/2014,3,NA,5,FLW,HYPEPERF,Hypericum perforatum,NA,NA,NA,NA
1044,2012,Cone,CNT,8/10/2014,4,Vera,9,FLW,IPOMAGGR,Ipomopsis aggregata,3,1,3,51.2
1009,2012,Cone,CNT,8/3/2014,3,Vera,4,FLW,IPOMAGGR,Ipomopsis aggregata,4,1.5,6,36
1186,2011,Cone,CNT,7/28/2011,2,Alina,2,FLW,IPOMAGGR,Ipomopsis aggregata,10,3.3,33,33
1319,2011,Cone,CNT,8/20/2011,5,Vera,2,FLW,IPOMAGGR,Ipomopsis aggregata,8,4.5,36,36
969,2012,Cone,CNT,7/24/2014,2,Mark,4,FLW,IPOMAGGR,Ipomopsis aggregata,4,12,48,378
1279,2011,Cone,CNT,8/12/2011,4,Vera,2,FLW,IPOMAGGR,Ipomopsis aggregata,12,13,156,156
1231,2011,Cone,CNT,8/5/2011,3,Alina,2,FLW,IPOMAGGR,Ipomopsis aggregata,17,10.3,175.1,175.1
201,2011,Bunchgrass,BH,7/28/2011,2,"Andy, Tim",1,FLW,IRISCHRY,Iris chrysophylla,1,1,1,1
220,2012,Bunchgrass,BH,7/5/2014,1,Carolyn,3,FLW,IRISCHRY,Iris chrysophylla,1,1,1,140
275,2012,Bunchgrass,BH,7/12/2014,2,Brian/Andy,5,FLW,IRISCHRY,Iris chrysophylla,1,1,1,8
303,2012,Bunchgrass,BH,7/12/2014,2,Brian/Andy,10,FLW,IRISCHRY,Iris chrysophylla,1,1,1,1
1335,2012,Carpenter,CPM,7/12/2014,2,Vera,5,FLW,IRISCHRY,Iris chrysophylla,1,1,1,432
1585,2012,Carpenter,CPR,7/12/2014,2,Carolyn,5,FLW,IRISCHRY,Iris chrysophylla,1,1,1,3
1607,2012,Carpenter,CPR,7/12/2014,2,Linnet,9,FLW,IRISCHRY,Iris chrysophylla,1,1,1,4
2296,2012,Lookout,LS,7/10/2014,1,Vera,8,FLW,IRISCHRY,Iris chrysophylla,1,1,1,6
616,2013,Carpenter,CPR,7/1/2013,1,Scott,5,FLW,IRISCHRY,Iris chrysophylla,1,1,1,8
1934,2011,Carpenter,CPR,7/26/2011,2,Alina,1,FLW,IRISCHRY,Iris chrysophylla,2,1,2,2
1979,2011,Carpenter,CPR,7/26/2011,2,Alina,9,FLW,IRISCHRY,Iris chrysophylla,2,1,2,2
16,2012,Bunchgrass,BD,6/29/2014,1,Mark,6,FLW,IRISCHRY,Iris chrysophylla,3,1,3,2
11,2012,Bunchgrass,BD,6/29/2014,1,Mark,4,FLW,IRISCHRY,Iris chrysophylla,4,1,4,2
152,2011,Bunchgrass,BH,7/20/2011,1,"Tim, Andy",1,FLW,IRISCHRY,Iris chrysophylla,2,2.3,4.6,4.6
2,2012,Bunchgrass,BD,6/29/2014,1,Vera,1,FLW,IRISCHRY,Iris chrysophylla,5,1,5,4.2
8,2012,Bunchgrass,BD,6/29/2014,1,Vera,3,FLW,IRISCHRY,Iris chrysophylla,5,1,5,45
20,2012,Bunchgrass,BD,6/29/2014,1,Mark,7,FLW,IRISCHRY,Iris chrysophylla,5,1,5,350.4
27,2012,Bunchgrass,BD,6/29/2014,1,Mark,9,FLW,IRISCHRY,Iris chrysophylla,7,1,7,2
24,2012,Bunchgrass,BD,6/29/2014,1,Mark,8,FLW,IRISCHRY,Iris chrysophylla,8,1,8,4410
437,2012,Bunchgrass,BS,7/5/2014,1,Carolyn,6,FLW,IRISCHRY,Iris chrysophylla,11,2,22,171
1599,2012,Carpenter,CPR,7/12/2014,2,Carolyn,7,FLW,IRISCHRY,Iris chrysophylla,5,5.6,28,77
228,2012,Bunchgrass,BH,7/5/2014,1,Carolyn,5,FLW,IRISCHRY,Iris chrysophylla,31,1,31,270
13,2012,Bunchgrass,BD,6/29/2014,1,Mark,5,FLW,IRISCHRY,Iris chrysophylla,33,1,33,8
4,2012,Bunchgrass,BD,6/29/2014,1,Mark,2,FLW,IRISCHRY,Iris chrysophylla,59,1,59,250.2
2873,2012,Frissel,RP1,7/9/2014,1,Andy/Brian,2,FLW,LATHNEVA,Lathyrus nevadensis,1,1,1,15
1095,2013,Lookout,LM,7/9/2013,2,Noelle,6,FLW,LATHNEVA,Lathyrus nevadensis,1,1,1,532.5
1406,2011,Carpenter,CPB,7/22/2011,2,Sam,6,FLW,LATHNEVA,Lathyrus nevadensis,1,1.5,1.5,1.5
1386,2011,Carpenter,CPB,7/22/2011,2,Tiffany,2,FLW,LATHNEVA,Lathyrus nevadensis,1,2,2,2
1440,2011,Carpenter,CPB,8/2/2011,3,Sam,2,FLW,LATHNEVA,Lathyrus nevadensis,2,1,2,2
2355,2011,Lookout,LM,7/27/2011,2,Alina,4,FLW,LATHNEVA,Lathyrus nevadensis,1,2,2,1
2681,2011,Lookout,LO,7/21/2011,1,Alina,1,FLW,LATHNEVA,Lathyrus nevadensis,2,1,2,30
3011,2011,Frissel,M2,7/14/2011,1,"Sam, Andy",8,FLW,LATHNEVA,Lathyrus nevadensis,2,1,2,984.4
2262,2011,Lookout,LM,7/19/2011,1,Tim,1,FLW,LATHNEVA,Lathyrus nevadensis,1,3,3,18
2475,2011,Lookout,LM,8/4/2011,3,Tim,5,FLW,LATHNEVA,Lathyrus nevadensis,1,3,3,234
2713,2011,Lookout,LO,7/21/2011,1,Tiffany,7,FLW,LATHNEVA,Lathyrus nevadensis,3,1,3,14
3082,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",6,FLW,LATHNEVA,Lathyrus nevadensis,1,3,3,560
3655,2011,Frissel,RP2,7/14/2011,1,Alina and Tiffany,1,FLW,LATHNEVA,Lathyrus nevadensis,2,1.5,3,32
3732,2011,Frissel,RP2,7/25/2011,2,Tim,5,FLW,LATHNEVA,Lathyrus nevadensis,2,1.5,3,132
2995,2011,Frissel,M2,7/14/2011,1,"Sam, Andy",5,FLW,LATHNEVA,Lathyrus nevadensis,2,2,4,182
2070,2012,Lookout,LO,7/8/2014,1,Vera,6,FLW,LATHNEVA,Lathyrus nevadensis,2,2,4,23
2092,2012,Lookout,LO,7/8/2014,1,Vera,10,FLW,LATHNEVA,Lathyrus nevadensis,2,2,4,25
1568,2014,Lookout,LM,7/1/2014,1,JL,3,FLW,LATHNEVA,Lathyrus nevadensis,4,1,4,127.8
1419,2011,Carpenter,CPB,7/22/2011,2,Tiffany,8,FLW,LATHNEVA,Lathyrus nevadensis,3,2,6,6
2283,2011,Lookout,LM,7/19/2011,1,Alina,5,FLW,LATHNEVA,Lathyrus nevadensis,4,1.5,6,91.3
2335,2011,Lookout,LM,7/27/2011,2,Alina,2,FLW,LATHNEVA,Lathyrus nevadensis,3,2,6,100
2344,2011,Lookout,LM,7/27/2011,2,Alina,3,FLW,LATHNEVA,Lathyrus nevadensis,3,2,6,21
2706,2011,Lookout,LO,7/19/2011,1,Vera,6,FLW,LATHNEVA,Lathyrus nevadensis,2,3,6,882
2086,2012,Lookout,LO,7/8/2014,1,Vera,9,FLW,LATHNEVA,Lathyrus nevadensis,2,3,6,416
2297,2012,Lookout,LS,7/10/2014,1,Vera,8,FLW,LATHNEVA,Lathyrus nevadensis,2,3,6,19.8
1134,2012,Carpenter,CPB,7/12/2014,2,Vera,9,FLW,LATHNEVA,Lathyrus nevadensis,1,7,7,322
1821,2012,Lookout,LM,7/9/2014,1,Carolyn,8,FLW,LATHNEVA,Lathyrus nevadensis,5,1.4,7,380
2276,2011,Lookout,LM,7/19/2011,1,Tiffany,4,FLW,LATHNEVA,Lathyrus nevadensis,4,2,8,200
1760,2012,Lookout,LM,7/9/2014,1,Jeremiah,1,FLW,LATHNEVA,Lathyrus nevadensis,4,2,8,160
1567,2014,Lookout,LM,7/1/2014,1,RM,1,FLW,LATHNEVA,Lathyrus nevadensis,2,4,8,1
1412,2011,Carpenter,CPB,7/22/2011,2,Sam,7,FLW,LATHNEVA,Lathyrus nevadensis,3,3,9,9
2907,2012,Frissel,RP1,7/9/2014,1,Linnet,6,FLW,LATHNEVA,Lathyrus nevadensis,6,1.5,9,15
3819,2011,Frissel,RP2,8/3/2011,3,Tiffany,10,FLW,LATHNEVA,Lathyrus nevadensis,5,2,10,175
1099,2012,Carpenter,CPB,7/12/2014,2,Vera,3,FLW,LATHNEVA,Lathyrus nevadensis,2,5,10,1536
1863,2012,Lookout,LM,7/25/2014,2,Mark,1,FLW,LATHNEVA,Lathyrus nevadensis,5,2,10,425
1872,2012,Lookout,LM,7/25/2014,2,Mark,2,FLW,LATHNEVA,Lathyrus nevadensis,2,5,10,59
3028,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",1,FLW,LATHNEVA,Lathyrus nevadensis,7,1.5,10.5,112.8
1767,2012,Lookout,LM,7/9/2014,1,Jeremiah,2,FLW,LATHNEVA,Lathyrus nevadensis,4,3,12,18
1113,2012,Carpenter,CPB,7/12/2014,2,Vera,5,FLW,LATHNEVA,Lathyrus nevadensis,5,3,15,141
1929,2012,Lookout,LM,7/25/2014,2,Mark,8,FLW,LATHNEVA,Lathyrus nevadensis,4,4,16,336
2578,2011,Lookout,LM,8/10/2011,4,Vera,5,FLW,LATHNEVA,Lathyrus nevadensis,9,3.5,31.5,12
2940,2012,Frissel,RP1,7/9/2014,1,Linnet,10,FLW,LATHNEVA,Lathyrus nevadensis,22,1.8,39.6,105
1569,2014,Frissel,RP1,7/26/2014,3,LKB,2,FLW,LATHNEVA,Lathyrus nevadensis,17,3.3,56.1,42
